,date,Los Angeles,New York
186,2000-07-05,0.018917,0.0301727142857141
187,2000-07-06,0.0151669999999999,0.0231549999999999
188,2000-07-07,0.017083,0.0199582857142856
189,2000-07-08,0.023,0.0202738571428568
190,2000-07-09,0.025083,0.0417678571428571
191,2000-07-10,0.028875,0.0359345714285714
192,2000-07-11,0.025125,0.0264701428571425
193,2000-07-12,0.024333,0.0310851428571428
194,2000-07-13,0.018042,0.0329524285714286
195,2000-07-14,0.021125,0.0311308571428568
196,2000-07-15,0.024125,0.0282241428571428
197,2000-07-16,0.022792,0.0372438571428571
198,2000-07-17,0.0169169999999999,0.028761857142857
199,2000-07-18,0.01775,0.0386288571428572
200,2000-07-19,0.021917,0.007015
201,2000-07-20,0.02125,0.020944166666667
202,2000-07-21,0.022708,0.0386318333333333
203,2000-07-22,0.026,0.0292013333333333
204,2000-07-23,0.026125,0.0290901666666671
205,2000-07-24,0.018667,0.0209444999999999
206,2000-07-25,0.018958,0.0235068333333333
207,2000-07-26,0.0237919999999999,0.01433
208,2000-07-27,0.022667,0.0067824285714285
209,2000-07-28,0.021958,0.0126902857142857
210,2000-07-29,0.0201669999999999,0.0159444285714287
211,2000-07-30,0.028125,0.0145415714285714
212,2000-07-31,0.015708,0.0135218571428571
213,2000-08-01,0.0202919999999999,0.0110695714285713
214,2000-08-02,0.018458,0.032879
215,2000-08-03,0.0207919999999999,0.0155655714285713
216,2000-08-04,0.014333,0.0208455714285715
217,2000-08-05,0.023833,0.0272319999999999
218,2000-08-06,0.035792,0.0375834285714285
219,2000-08-07,0.022417,0.0324284285714281
220,2000-08-08,0.023833,0.0357222857142857
221,2000-08-09,0.015958,0.0358335714285714
222,2000-08-10,0.012625,0.0327757142857144
223,2000-08-11,0.024333,0.0311311428571428
224,2000-08-12,0.036083,0.0193988571428571
225,2000-08-13,0.037083,0.0180891428571433
226,2000-08-14,,0.0092162857142857
227,2000-08-15,0.025208,0.0190594285714285
228,2000-08-16,0.0257079999999999,0.025065285714286
229,2000-08-17,0.015625,0.0178272857142856
230,2000-08-18,,0.0062858571428571
231,2000-08-19,,0.0186011428571426
232,2000-08-20,,0.0176249999999999
233,2000-08-21,,0.0128571428571428
234,2000-08-22,0.026625,0.0327222857142854
235,2000-08-23,0.027333,0.0247055714285714
236,2000-08-24,0.0245419999999999,0.0171369999999999
237,2000-08-25,0.020125,0.0187795714285714
238,2000-08-26,0.0199169999999999,0.0334411428571428
239,2000-08-27,0.019333,0.0408335714285715
240,2000-08-28,0.018542,0.0277995714285719
241,2000-08-29,0.013375,0.0169165714285714
242,2000-08-30,,0.0083631428571428
243,2000-08-31,0.020458,0.0106548571428571
244,2000-09-01,0.0115,0.0072084285714285
245,2000-09-02,0.012083,0.0148471428571428
246,2000-09-03,0.016708,0.0172084285714288
247,2000-09-04,0.018,0.0223452857142856
248,2000-09-05,0.0154169999999999,0.0135317142857142
249,2000-09-06,0.0199169999999999,0.0146418571428569
250,2000-09-07,0.014208,0.0173112857142857
251,2000-09-08,0.013333,0.0162745714285714
252,2000-09-09,0.017917,0.0281668571428573
253,2000-09-10,0.026125,0.0326747142857142
254,2000-09-11,,0.035994
255,2000-09-12,0.016125,0.0241260000000001
256,2000-09-13,0.014833,0.0189882857142857
257,2000-09-14,0.008458,0.0350238571428572
258,2000-09-15,0.013125,0.0229464285714286
259,2000-09-16,0.018792,0.012379
260,2000-09-17,0.028875,0.0207857142857142
261,2000-09-18,0.0165,0.0126548571428569
262,2000-09-19,0.020875,0.0103552857142857
263,2000-09-20,0.026333,0.032633
264,2000-09-21,0.011917,0.02225
265,2000-09-22,0.0132919999999999,0.0133572857142857
266,2000-09-23,0.011208,0.018887
267,2000-09-24,0.015792,0.0132321428571426
268,2000-09-25,0.013708,0.0092341428571428
269,2000-09-26,,0.0056488571428571
270,2000-09-27,0.0195,0.0090474285714284
271,2000-09-28,,0.0095695714285714
272,2000-09-29,0.021458,0.0083261428571428
273,2000-09-30,0.024833,0.0136352857142856
274,2000-10-01,0.033917,0.0161189999999999
275,2000-10-02,0.0295,0.0088492857142857
276,2000-10-03,0.015,0.0190535714285711
277,2000-10-04,0.00725,0.0169038571428571
278,2000-10-05,0.025375,0.0087297142857143
279,2000-10-06,0.013625,0.0144862857142858
280,2000-10-07,0.022417,0.0194225714285713
281,2000-10-08,0.02125,0.0124701428571428
282,2000-10-09,0.028167,0.0102322857142858
283,2000-10-10,0.019833,0.0079417142857142
284,2000-10-11,0.012833,0.014969857142857
285,2000-10-12,0.01,0.0119614285714286
286,2000-10-13,0.010167,0.0141964285714285
287,2000-10-14,0.015792,0.0182618571428571
288,2000-10-15,0.0150419999999999,0.0321188571428567
289,2000-10-16,0.015333,0.0089397142857142
290,2000-10-17,0.010875,0.0094187142857142
291,2000-10-18,0.005417,0.0058988571428572
292,2000-10-19,0.013333,0.0132404285714285
293,2000-10-20,0.02425,0.0098549999999999
294,2000-10-21,0.027458,0.0195360000000001
295,2000-10-22,0.01375,0.0156071428571428
296,2000-10-23,,0.0090297142857142
297,2000-10-24,0.012417,0.0075774285714287
298,2000-10-25,0.010125,0.0121131428571428
299,2000-10-26,0.012875,0.0115694285714285
300,2000-10-27,0.008875,0.0069901428571427
301,2000-10-28,0.011667,0.022003
302,2000-10-29,0.011042,0.0220655714285714
303,2000-10-30,,0.0154344285714282
304,2000-10-31,,0.0140995714285714
305,2000-11-01,0.006833,0.0163637142857142
306,2000-11-02,0.005333,0.015030142857143
307,2000-11-03,0.0105,0.0068619999999999
308,2000-11-04,0.009542,0.0110058571428571
309,2000-11-05,0.009125,0.0147262857142853
310,2000-11-06,0.010042,0.0086182857142857
311,2000-11-07,0.006208,0.0042528333333333
312,2000-11-08,0.006333,0.0025996666666666
313,2000-11-09,0.009375,0.0047013333333333
314,2000-11-10,0.009458,0.0059898333333333
315,2000-11-11,0.009708,0.0027013333333333
316,2000-11-12,0.011042,0.0057014999999999
317,2000-11-13,0.006083,0.0028656666666666
318,2000-11-14,0.005917,0.0054999999999999
319,2000-11-15,0.0055829999999999,0.0060624999999999
320,2000-11-16,0.006,0.0047499999999999
321,2000-11-17,0.006125,0.009104333333333
322,2000-11-18,0.006667,0.0076735
323,2000-11-19,0.007958,0.0048958333333333
324,2000-11-20,0.00225,0.0054128333333334
325,2000-11-21,0.002542,0.0059721666666666
326,2000-11-22,0.006875,0.0106216666666666
327,2000-11-23,0.007625,0.0170346666666666
328,2000-11-24,0.00725,0.0077083333333333
329,2000-11-25,0.006042,0.0058126666666666
330,2000-11-26,0.005917,0.0122501666666671
331,2000-11-27,0.0034579999999999,0.0018678333333333
332,2000-11-28,0.004292,0.0025208333333333
333,2000-11-29,0.006083,0.0039476666666667
334,2000-11-30,0.001875,0.0066841666666666
335,2000-12-01,0.001,0.0116181666666666
336,2000-12-02,0.00275,0.0167708333333333
337,2000-12-03,0.004458,0.0097535
338,2000-12-04,0.002333,0.0062591666666666
339,2000-12-05,0.0035,0.0087151666666666
340,2000-12-06,0.001583,0.0096851666666666
341,2000-12-07,0.002708,0.0045068333333333
342,2000-12-08,0.000542,0.0016598333333333
343,2000-12-09,0.004292,0.0066667999999999
344,2000-12-10,0.007042,0.0066332
345,2000-12-11,0.003125,0.0051659999999999
346,2000-12-12,0.011417,0.0146334
347,2000-12-13,0.00475,0.0056363333333333
348,2000-12-14,0.003958,0.0050241666666666
349,2000-12-15,0.002917,0.0058725
350,2000-12-16,0.006625,0.0091931666666666
351,2000-12-17,0.005417,0.0114096666666667
352,2000-12-18,0.006125,0.0044653333333333
353,2000-12-19,0.004208,0.002382
354,2000-12-20,0.002917,0.0046526666666666
355,2000-12-21,,0.0031666666666666
356,2000-12-22,,0.0059793333333333
357,2000-12-23,0.002,0.0063986666666665
358,2000-12-24,0.003875,0.0066109999999999
359,2000-12-25,0.00775,0.0236875
360,2000-12-26,0.004417,0.0147708333333334
361,2000-12-27,0.004625,0.0077079999999999
362,2000-12-28,0.002583,0.011913
363,2000-12-29,0.003,0.0053355
364,2000-12-30,0.002917,0.0065206666666666
365,2000-12-31,0.004947,0.0160878333333333
366,2001-01-01,0.007333,0.0166806666666664
367,2001-01-02,0.0047079999999999,0.0120973333333333
368,2001-01-03,0.005917,0.0064049999999999
369,2001-01-04,0.005083,0.0042293333333335
370,2001-01-05,0.001792,0.0038403333333333
371,2001-01-06,0.002917,0.0061501666666666
372,2001-01-07,0.004625,0.0052568333333334
373,2001-01-08,,0.0027896666666666
374,2001-01-09,0.005417,0.0087084999999999
375,2001-01-10,,0.0093634999999999
376,2001-01-11,,0.0056388333333333
377,2001-01-12,,
378,2001-01-13,0.0055829999999999,0.0047570000000001
379,2001-01-14,0.0055,0.0043564999999999
380,2001-01-15,0.008458,0.0021109999999999
381,2001-01-16,0.008292,0.0026041666666666
382,2001-01-17,0.004833,0.0034738333333333
383,2001-01-18,0.003583,0.0057008333333333
384,2001-01-19,0.001667,0.0030439999999999
385,2001-01-20,0.005542,0.0073576666666666
386,2001-01-21,0.005792,0.0162361666666667
387,2001-01-22,0.008083,0.0057984999999999
388,2001-01-23,0.005333,0.0043956666666666
389,2001-01-24,0.008167,0.0054131666666666
390,2001-01-25,0.003958,0.0095206666666662
391,2001-01-26,0.002,0.0056416666666666
392,2001-01-27,0.0067079999999999,0.0087846666666666
393,2001-01-28,0.008625,0.0170870000000001
394,2001-01-29,0.006458,0.0054411666666666
395,2001-01-30,0.004125,0.0082601666666666
396,2001-01-31,0.004833,0.0061945
397,2001-02-01,0.003583,0.0050278333333333
398,2001-02-02,0.0045,0.0082221666666666
399,2001-02-03,0.006,0.0175299999999999
400,2001-02-04,0.009042,0.0085456666666666
401,2001-02-05,,0.0084226666666666
402,2001-02-06,0.0154169999999999,0.0067846666666669
403,2001-02-07,0.014542,0.012317
404,2001-02-08,0.00825,0.005625
405,2001-02-09,0.011167,0.0102986666666667
406,2001-02-10,0.01225,0.0238495
407,2001-02-11,0.0159169999999999,0.0229651666666666
408,2001-02-12,0.010917,0.0122404
409,2001-02-13,0.013708,0.0074168
410,2001-02-14,0.010625,0.0041416
411,2001-02-15,0.011042,0.0069762
412,2001-02-16,0.0095,0.0035793999999999
413,2001-02-17,0.008625,0.0201582
414,2001-02-18,0.01125,0.0147153333333332
415,2001-02-19,0.008458,0.012347
416,2001-02-20,0.010417,0.0063679999999999
417,2001-02-21,0.008292,0.0207193333333331
418,2001-02-22,0.010167,0.0111568333333333
419,2001-02-23,0.005333,0.0121596666666666
420,2001-02-24,0.013625,0.0142940000000001
421,2001-02-25,0.017333,0.0148473333333333
422,2001-02-26,0.009042,0.0176041666666667
423,2001-02-27,0.005375,0.0170695000000003
424,2001-02-28,0.004771,0.0231968333333333
425,2001-03-01,0.0085835,0.0149651666666667
426,2001-03-02,0.0095415,0.0045081666666667
427,2001-03-03,0.0126249999999999,0.0101833333333333
428,2001-03-04,0.0122499999999999,0.0248401666666666
429,2001-03-05,,0.0207640000000002
430,2001-03-06,,0.0229536666666667
431,2001-03-07,,0.0167569999999999
432,2001-03-08,0.013875,0.0176873333333333
433,2001-03-09,0.0211249999999999,0.0189603333333332
434,2001-03-10,0.0143545,0.0258125
435,2001-03-11,0.015875,0.0212985
436,2001-03-12,0.0133544999999999,0.0199606666666666
437,2001-03-13,0.0115419999999999,0.0102471666666666
438,2001-03-14,0.0151045,0.0176041666666665
439,2001-03-15,0.018146,0.0079051666666666
440,2001-03-16,0.0161665,0.0126355
441,2001-03-17,0.0185835,0.0124215
442,2001-03-18,0.0245414999999999,0.0269931666666666
443,2001-03-19,0.0195835,0.0216805
444,2001-03-20,0.0128335,0.0179168333333334
445,2001-03-21,0.0203749999999999,0.026868
446,2001-03-22,0.015021,0.0217914999999999
447,2001-03-23,0.0144584999999999,0.0342776666666673
448,2001-03-24,0.0173545,0.0286181666666666
449,2001-03-25,0.0157085,0.0259678333333333
450,2001-03-26,0.014833,0.017295666666667
451,2001-03-27,0.0136455,0.0171668333333333
452,2001-03-28,0.0198955,0.0142253333333333
453,2001-03-29,0.0202295,0.0143515
454,2001-03-30,0.023,0.0209653333333333
455,2001-03-31,0.0330835,0.0145625999999999
456,2001-04-01,0.0306875,0.0139416000000001
457,2001-04-02,0.0244795,0.0220847999999999
458,2001-04-03,0.0237499999999999,0.0222249999999999
459,2001-04-04,0.0234584999999999,0.0185714285714282
460,2001-04-05,0.0222085,0.0243272857142856
461,2001-04-06,0.0220624999999999,0.0087095714285714
462,2001-04-07,0.0226875,0.0333195714285714
463,2001-04-08,0.0184165,0.0183331428571428
464,2001-04-09,,0.0141109999999999
465,2001-04-10,0.0178125,0.0216191428571429
466,2001-04-11,0.016354,0.0217114285714286
467,2001-04-12,0.0154375,0.0125612857142857
468,2001-04-13,0.016521,0.0292884285714289
469,2001-04-14,0.0185415,0.03122
470,2001-04-15,0.0245624999999999,0.0324465714285714
471,2001-04-16,0.016729,0.0234102857142855
472,2001-04-17,0.0151665,0.0173974285714285
473,2001-04-18,0.013625,0.034992142857143
474,2001-04-19,0.0140209999999999,0.0238001428571428
475,2001-04-20,0.0206875,0.0212421428571428
476,2001-04-21,0.025854,0.0241031428571428
477,2001-04-22,0.0225835,0.031631
478,2001-04-23,0.0194375,0.028849
479,2001-04-24,0.0177705,0.030389
480,2001-04-25,0.0182915,0.0219542857142858
481,2001-04-26,0.0195625,0.0287978571428571
482,2001-04-27,0.026042,0.0267322857142857
483,2001-04-28,0.0246874999999999,0.0399800000000001
484,2001-04-29,0.0314585,0.0322737142857142
485,2001-04-30,0.019417,0.0289942857142857
486,2001-05-01,0.0243124999999999,0.0346667142857137
487,2001-05-02,0.020875,0.0376845714285715
488,2001-05-03,0.0199584999999999,0.0404225714285714
489,2001-05-04,0.0229584999999999,0.0482798571428571
490,2001-05-05,0.027104,0.0338711428571429
491,2001-05-06,0.0349165,0.0310238571428572
492,2001-05-07,0.0242084999999999,0.0217641428571427
493,2001-05-08,0.0209999999999999,0.0203592857142857
494,2001-05-09,0.0194795,0.018461
495,2001-05-10,0.018625,0.0326394285714287
496,2001-05-11,0.0305829999999999,0.0415874285714286
497,2001-05-12,0.0271459999999999,0.0400417142857143
498,2001-05-13,0.029521,0.0340892857142858
499,2001-05-14,0.0218125,0.030015
500,2001-05-15,0.0225835,0.032143
501,2001-05-16,0.022854,0.0237941428571434
502,2001-05-17,0.02725,0.0285765714285713
503,2001-05-18,0.0209584999999999,0.0164117142857142
504,2001-05-19,0.030229,0.0294404285714289
505,2001-05-20,0.0315415,0.0294225714285714
506,2001-05-21,0.0245625,0.0210615714285714
507,2001-05-22,0.018604,0.0289405714285715
508,2001-05-23,0.0204789999999999,0.0214625714285714
509,2001-05-24,0.01825,0.0191428571428571
510,2001-05-25,0.0274165,0.019759857142857
511,2001-05-26,0.0289579999999999,0.0136861428571427
512,2001-05-27,0.032229,0.0224107142857142
513,2001-05-28,0.02725,0.0363987142857137
514,2001-05-29,0.0233125,0.0232737142857142
515,2001-05-30,0.0234,0.0278512857142857
516,2001-05-31,0.0267085,0.0231248571428571
517,2001-06-01,0.0282499999999999,0.0315355714285713
518,2001-06-02,0.032667,0.0165922857142857
519,2001-06-03,0.035625,0.0292795714285714
520,2001-06-04,0.0301875,0.0239759999999999
521,2001-06-05,0.0233335,0.0262498571428571
522,2001-06-06,0.030083,0.0212102857142858
523,2001-06-07,0.0352289999999999,0.0236597142857143
524,2001-06-08,0.0354375,0.0292262857142857
525,2001-06-09,0.0390415,0.0334861428571423
526,2001-06-10,0.037375,0.0342202857142856
527,2001-06-11,0.0275,0.0295401428571428
528,2001-06-12,0.0274375,0.0452461428571426
529,2001-06-13,0.0277085,0.037875
530,2001-06-14,0.0256045,0.0304513333333333
531,2001-06-15,0.0260625,0.0101736666666667
532,2001-06-16,0.0386455,0.0126111666666666
533,2001-06-17,0.0334585,0.0280001666666666
534,2001-06-18,0.0230414999999999,0.0401296666666659
535,2001-06-19,0.019625,0.0494236666666667
536,2001-06-20,0.0185,0.0396388333333332
537,2001-06-21,0.0230625,0.0326831999999998
538,2001-06-22,0.023604,0.0229667999999999
539,2001-06-23,0.01875,0.0223167999999999
540,2001-06-24,0.027146,0.0213028000000003
541,2001-06-25,0.0253124999999999,0.0338916
542,2001-06-26,,0.0433084
543,2001-06-27,,0.0468750000000003
544,2001-06-28,0.0134375,0.0566612
545,2001-06-29,0.0200419999999999,0.034518
546,2001-06-30,0.0321039999999999,0.0604081999999996
547,2001-07-01,0.031104,0.0383084
548,2001-07-02,0.022958,0.0199377999999999
549,2001-07-03,0.0180625,0.0355997999999996
550,2001-07-04,0.024979,0.0303748
551,2001-07-05,0.0102914999999999,0.033225
552,2001-07-06,0.0141455,0.0234128000000004
553,2001-07-07,0.0231875,0.0425915999999999
554,2001-07-08,0.0214584999999999,0.0269966
555,2001-07-09,0.021625,0.0432775999999998
556,2001-07-10,0.018854,0.0470333999999999
557,2001-07-11,0.019104,0.0266831999999999
558,2001-07-12,0.019104,0.0192842
559,2001-07-13,0.0246455,
560,2001-07-14,0.039646,
561,2001-07-15,0.0388954999999999,0.0245334000000001
562,2001-07-16,0.0243125,0.0282094999999999
563,2001-07-17,,
564,2001-07-18,0.022229,0.0413264999999997
565,2001-07-19,0.0211249999999999,0.0290163333333333
566,2001-07-20,0.02025,0.0221411666666667
567,2001-07-21,0.022125,0.0496999999999997
568,2001-07-22,0.024729,0.0341334
569,2001-07-23,0.023333,0.0225997999999999
570,2001-07-24,0.026646,0.0306416000000002
571,2001-07-25,0.0262705,0.0357251999999999
572,2001-07-26,0.0250205,
573,2001-07-27,0.022896,0.0239927500000002
574,2001-07-28,0.034375,0.0354167499999999
575,2001-07-29,0.0367085,0.03110175
576,2001-07-30,0.029896,0.0199916
577,2001-07-31,0.0295,
578,2001-08-01,,0.044166
579,2001-08-02,0.0270625,0.0440915999999994
580,2001-08-03,0.027875,0.0288499999999999
581,2001-08-04,0.0257079999999999,0.0270048
582,2001-08-05,0.02675,0.0352416000000001
583,2001-08-06,,0.0429836
584,2001-08-07,0.0185835,
585,2001-08-08,0.021854,0.0344143333333333
586,2001-08-09,0.0242084999999999,0.053639
587,2001-08-10,0.0196459999999999,0.0337881666666666
588,2001-08-11,0.0294375,0.017551
589,2001-08-12,0.031,0.0201583999999999
590,2001-08-13,0.019125,0.0196218
591,2001-08-14,0.024354,0.0327752000000002
592,2001-08-15,0.0248959999999999,0.0268039999999999
593,2001-08-16,0.023292,
594,2001-08-17,0.0241249999999999,0.0423124999999997
595,2001-08-18,0.0301875,0.0409721666666666
596,2001-08-19,0.0225625,0.0439098333333333
597,2001-08-20,0.0220415,0.0292359999999995
598,2001-08-21,0.0271664999999999,0.0280208333333334
599,2001-08-22,0.023583,0.0359885
600,2001-08-23,0.0220625,0.0293750000000001
601,2001-08-24,0.0286665,0.0318749999999999
602,2001-08-25,0.0254585,0.0212659999999999
603,2001-08-26,0.044729,0.0266318333333335
604,2001-08-27,0.03375,0.02103
605,2001-08-28,0.018229,
606,2001-08-29,0.016625,0.0247014999999996
607,2001-08-30,0.018729,0.0348124999999999
608,2001-08-31,0.013021,0.0342779999999999
609,2001-09-01,0.0205414999999999,0.0241735
610,2001-09-02,0.028896,0.0231415
611,2001-09-03,0.018646,0.0328821666666666
612,2001-09-04,0.016396,0.0180696666666663
613,2001-09-05,0.0188544999999999,
614,2001-09-06,,
615,2001-09-07,,0.0360970000000004
616,2001-09-08,,0.0275936666666666
617,2001-09-09,,0.0217291666666666
618,2001-09-10,0.020854,0.0173473333333334
